Class,Filename,Confidence
A,../dataset/Train_Alphabet/A/65609f71-38f1-4648-a574-a0e907f3a8f8.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/885a3278-1c61-4361-a302-c365f8aedce1.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/cca10a61-2a28-4d24-a3a3-87987784a078.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/73e80ce5-6006-4678-9500-e32cd1ed5611.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/a3e941cd-308e-4020-b886-6d6333264b8f.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/5bcd9e70-afe9-4774-9b39-727840b504fe.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/9b02a1e1-9e09-4782-9bb3-7bdee8939afe.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/9315d5db-10e2-444c-a1af-6fb16989a027.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/ca8a2163-0005-4bae-b80c-d88ccb1c92e2.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/ccfdc5d7-1288-4879-86e0-e0c6c921b458.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/8d554bb4-956c-4bf1-b1af-aab1c424be60.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/108bd702-8f92-4ef9-9476-9eeaa36399ec.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/17fa29c7-5fbe-4013-9933-8ace99213e02.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/7360ee94-4374-4340-8b6f-5a302c7af819.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/1f199eac-71ad-4b76-9b40-8a62b1cef7d7.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/89e70d0f-cec3-48fc-9b13-39f1a7bec2fb.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/cd32fdcf-16a6-4bac-8b9a-a303d6904b22.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/592a4d44-d980-4cca-847d-96db3736b4d1.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/0295da27-5d8c-483c-9614-e98551625582.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/69d9bc37-206d-4528-87d7-2da9a73ef969.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/9fb83919-66ba-4a7a-ac3a-1b2368c08884.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/3e3a38a5-e503-49f2-a57f-30050503d4fc.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/c16cf9da-8634-4729-bd14-fe39db867365.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/c9e76bb9-5044-41e2-a7c3-d49ec6f770e4.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/4a9266ea-03e9-4ff3-b5ef-b69799573886.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/be27bd4a-dd54-490f-8e1e-ed684f9505dc.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/4c23d3c9-ab84-45cc-818a-47c741e28091.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/0f54810b-66d9-4368-af83-63a7134ea4c2.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/fc7a43bf-e210-4654-92bd-0d22fcd544eb.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/3628ea2e-8477-4023-be9b-1d586cc680e2.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/d9cfe075-d038-4ab5-88b1-792a34e97dc6.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/ff2ff593-afd6-4555-bdb8-dac83d9cdca8.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/3ef1447e-6593-47ae-8b40-8ce4bf95bdca.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/44707f44-7cef-4c1b-abdd-3cc553055bfd.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/b3881a55-6aa2-4474-8549-986a40b709fc.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/455592dc-d573-4a0d-998b-038fce0249e0.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/03c58515-42a3-41d1-a5a5-ec80ed1da789.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/be7e69ac-0be2-4e62-a2b3-c1b3ff2f371a.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/5c42d730-652a-4da6-8c62-05cd76d2f4cf.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/97174e03-2c6d-4403-ab72-02870b71de74.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/1ea9fe06-f144-4cef-808c-609064efba90.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/2ec7debb-ca04-4ef2-8ff6-dfeecd5808f4.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/07fb7a72-1fb7-4f3d-a133-626ccd522587.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/b61ed07c-d533-4bcd-8a8b-42280ecc5edd.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/299e2c50-8fee-4383-bb72-471342b4bc74.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/3a8332c1-9e2f-4a22-8761-c92c628fe2bd.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/fd3f09d3-5e75-49d0-bf72-9f7489d7ff77.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/a8e50bb0-db8a-4f1d-9589-9dfd06b5ecd0.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/8eab66bd-697a-4aa1-88cb-a245db82973b.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/61b685a2-0e1a-43d7-8328-38a8f203ed65.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/e767e841-7431-4fc6-9861-b910399abd70.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/0caee1cc-8f83-4d44-aa54-785395bffa0e.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/7be7aca6-ae56-4242-9689-f291fe54a218.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/f54a8ba0-2693-4893-9a7b-8ae35fa3755e.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/1c87eb8c-e80d-4079-ae68-d23673505032.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/5fc02fba-98bc-4ee7-affa-9455065e09a9.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/84b7b110-4c32-4957-9609-ceb3a59900d6.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/53ca814d-a79f-4b40-8a28-595bf07ec30e.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/2be3d411-1288-4f99-9112-f577eb8cb20a.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/5f113444-cf27-4b43-ac5b-9c29bca58254.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/6fc4f33f-7683-40f4-8c07-559b7cd31711.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/164bf565-bb5f-48a9-aed0-8f531533ae5f.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/9676402d-f578-4a7e-9b12-004db6b1c2df.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/09e3b5e4-1eac-4663-842b-07d96a288e47.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/a402b21c-7a12-4555-9f5d-c990b3097389.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/10d226d4-62ac-4840-a7d9-1cdd417193ea.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/c8a6284a-7a39-46b7-a13e-6a31004d6545.rgb_0000.png,0.16666666666666666
A,../dataset/Train_Alphabet/A/66f9b0ca-2320-4852-8bdf-d64941be364e.rgb_0000.png,0.16666666666666666
